CustomerID,Recency,Frequency,Monetary,Cluster_Final
13518.0,86,36,627.16,1
13519.0,78,8,122.75,1
13520.0,59,87,2984.35,0
13521.0,1,417,1070.47,0
13522.0,30,5,125.80000000000001,1
13523.0,33,172,3665.9,0
13524.0,41,25,650.1800000000001,1
13525.0,15,6,454.78,1
13527.0,34,217,2242.36,0
13529.0,79,15,305.84000000000003,1
13531.0,205,22,483.8,1
13532.0,34,66,210.31,0
13533.0,183,75,269.09,0
13534.0,2,296,5870.08,0
13536.0,1,178,3444.39,0
13538.0,43,25,1280.85,0
13539.0,86,37,630.7,1
13544.0,40,78,276.06,0
13546.0,12,97,621.09,0
13548.0,96,123,678.16,0
13549.0,26,51,918.2,1
13551.0,319,4,91.80000000000001,1
13552.0,66,109,3740.07,0
13555.0,74,135,4098.88,0
13557.0,28,34,584.06,1
13558.0,6,169,594.52,0
13560.0,7,32,171.42000000000002,1
13561.0,216,14,141.85999999999999,1
13562.0,82,82,1799.33,0
13563.0,84,49,560.79,1
13564.0,354,80,1174.03,1
13565.0,19,38,240.22,1
13566.0,41,169,856.84,0
13568.0,173,43,187.05,1
13569.0,17,78,336.8,0
13570.0,243,27,239.49,1
13571.0,13,340,2085.62,0
13572.0,206,33,1384.25,0
13573.0,50,25,279.21,1
13575.0,23,46,732.0699999999999,1
13576.0,10,126,6716.7,0
13577.0,25,83,1687.6000000000001,0
13579.0,15,23,467.04,1
13581.0,309,10,118.0,1
13583.0,156,52,767.73,1
13584.0,307,24,142.4,1
13587.0,64,8,612.5600000000001,1
13588.0,16,174,2478.31,0
13589.0,15,21,371.28,1
13590.0,11,87,1886.52,0
13591.0,65,58,1117.13,1
13592.0,36,16,247.64,1
13593.0,108,127,2011.88,0
13594.0,53,26,396.97,1
13596.0,6,146,664.11,0
13598.0,47,35,160.04,1
13599.0,1,246,5079.96,0
13600.0,312,19,219.52,1
13601.0,45,99,693.32,0
13602.0,65,23,428.89,1
13603.0,26,27,164.34,1
13606.0,29,40,276.75,1
13607.0,40,97,675.51,0
13610.0,12,215,1074.01,0
13611.0,89,72,1154.4,0
13614.0,24,195,1581.6200000000001,0
13615.0,319,23,417.69,1
13617.0,40,44,544.18,1
13618.0,174,13,177.34,1
13621.0,117,19,213.85,1
13623.0,31,78,727.74,0
13626.0,253,19,257.23,1
13627.0,59,92,1540.95,0
13629.0,23,59,6806.36,0
13630.0,5,71,1985.1399999999999,0
13631.0,100,11,3070.42,0
13632.0,25,145,2118.93,0
13634.0,33,186,1547.3600000000001,0
13635.0,68,62,1071.03,1
13636.0,37,63,949.1,1
13637.0,52,98,803.05,0
13638.0,16,8,122.64,1
13639.0,74,40,960.74,1
13642.0,216,57,311.96,1
13643.0,31,28,519.44,1
13644.0,16,146,2615.23,0
13645.0,120,5,252.1,1
13647.0,10,78,1648.1200000000001,0
13649.0,257,23,346.6,1
13650.0,17,96,1836.34,0
13651.0,40,5,79.2,1
13652.0,46,63,1095.08,1
13654.0,43,166,2704.77,0
13655.0,114,56,932.97,1
13656.0,165,49,379.65,1
13657.0,11,15,367.14,1
13658.0,10,108,2538.69,0
13659.0,206,103,1481.99,0
13662.0,86,52,879.98,1
13663.0,179,13,189.47,1
13666.0,60,12,84.65,1
13667.0,149,83,299.05,0
13668.0,3,463,6211.650000000001,0
13669.0,51,9,218.55,1
13670.0,75,25,349.7,1
13672.0,301,6,186.39000000000001,1
13673.0,19,60,374.12,0
13675.0,151,25,486.82000000000005,1
13678.0,152,16,223.32,1
13680.0,1,194,3719.12,0
13681.0,18,57,827.83,1
13682.0,187,3,59.5,1
13684.0,286,29,65.13,1
13685.0,3,39,661.92,1
13686.0,183,8,72.0,1
13689.0,63,6,910.0,0
13690.0,59,9,172.25,1
13692.0,25,53,1469.0,0
13694.0,4,568,52458.14,0
13695.0,31,86,2444.13,0
13697.0,39,12,151.29999999999998,1
13699.0,155,14,308.58000000000004,1
13700.0,26,194,2248.63,0
13703.0,318,1,99.5,1
13704.0,5,134,2307.7400000000002,0
13705.0,8,28,563.49,1
13706.0,303,20,324.15,1
13707.0,267,48,787.09,1
13708.0,271,48,283.33,1
13709.0,4,335,6282.54,0
13710.0,32,8,180.48,1
13711.0,219,13,252.06,1
13712.0,247,10,228.84,1
13715.0,281,104,1077.39,1
13716.0,269,21,138.28,1
13717.0,32,102,1435.1299999999999,0
13718.0,246,12,306.55,1
13719.0,15,60,1033.31,1
13720.0,117,42,760.7,1
13721.0,36,28,524.14,1
13722.0,132,85,2335.9300000000003,0
13723.0,217,6,199.85000000000002,1
13725.0,50,104,1980.56,0
13726.0,39,42,1079.6599999999999,1
13727.0,29,20,333.48,1
13728.0,37,63,1016.14,1
13730.0,136,43,752.6,1
13731.0,219,38,610.59,1
13732.0,28,33,491.86,1
13735.0,25,195,2883.22,0
13736.0,5,190,728.52,0
13737.0,200,30,339.59999999999997,1
13739.0,18,3,216.9,1
13740.0,241,23,350.75,1
13741.0,72,34,668.4300000000001,1
13742.0,17,313,3105.95,0
13743.0,3,41,1273.8,0
13744.0,95,63,1067.76,1
13745.0,162,25,300.04,1
13747.0,374,1,79.6,1
13748.0,96,28,948.25,1
13750.0,54,24,1647.26,0
13751.0,288,9,296.25,1
13752.0,124,74,1145.38,1
13753.0,288,35,741.26,1
13754.0,152,12,282.59999999999997,1
13755.0,4,321,2095.05,0
13756.0,2,142,4983.52,0
13758.0,12,117,3150.71,0
13759.0,33,25,659.4100000000001,1
13760.0,54,57,286.79,0
13761.0,50,70,1070.65,1
13762.0,219,7,306.72,1
13763.0,63,15,1714.96,0
13764.0,71,206,1516.42,0
13767.0,2,368,16274.960000000001,0
13769.0,2,135,2795.23,0
13771.0,64,119,2634.45,0
13772.0,34,173,1122.31,0
13774.0,82,22,345.0,1
13777.0,1,197,18161.44,0
13778.0,103,9,178.7,1
13780.0,7,57,328.89,0
13781.0,251,17,127.84,1
13782.0,13,113,908.86,0
13784.0,10,31,2085.75,0
13786.0,367,7,230.39999999999998,1
13787.0,76,31,309.04,1
13790.0,4,45,348.8,1
13791.0,128,11,1371.0,0
13792.0,66,13,195.55,1
13798.0,1,349,35054.87,0
13799.0,117,39,688.86,1
13800.0,310,33,558.32,1
13801.0,67,23,324.8,1
13802.0,139,60,4328.42,0
13803.0,255,17,277.07,1
13804.0,31,135,2587.75,0
13805.0,52,13,762.48,1
13806.0,64,10,256.38,1
13807.0,367,7,112.6,1
13808.0,6,76,1721.02,0
13809.0,305,12,155.05,1
13810.0,29,32,825.59,1
13811.0,184,10,519.75,1
13812.0,42,33,485.0,1
13813.0,40,65,1168.8600000000001,0
13814.0,92,57,1577.2,0
13815.0,22,173,3574.6,0
13816.0,24,26,476.35,1
13817.0,29,22,328.98,1
13819.0,302,36,1106.75,1
13821.0,145,59,385.64,1
13822.0,6,96,631.98,0
13823.0,19,40,957.66,1
13824.0,33,46,1698.94,0
13826.0,176,10,189.5,1
13827.0,58,92,409.16,0
13828.0,22,15,209.49,1
13831.0,16,72,2127.0499999999997,0
13832.0,19,3,52.199999999999996,1
13833.0,159,28,383.85,1
13835.0,25,55,834.25,1
13837.0,212,18,266.59000000000003,1
13838.0,6,165,674.82,0
13841.0,253,1,85.0,1
13842.0,59,205,3364.44,0
13844.0,11,20,361.62,1
13845.0,65,9,312.98,1
13846.0,25,55,865.04,1
13848.0,92,5,231.0,1
13849.0,52,101,1537.95,0
13850.0,129,93,1595.48,0
13851.0,96,81,1948.46,0
13853.0,57,23,1090.14,0
13854.0,9,110,8080.5199999999995,0
13856.0,169,14,359.9,1
13858.0,57,11,216.17,1
13859.0,326,28,201.16,1
13860.0,1,76,1245.9,0
13862.0,18,139,2209.36,0
13863.0,248,20,305.78,1
13865.0,58,30,501.56,1
13866.0,74,7,145.67000000000002,1
13867.0,31,60,1005.09,1
13868.0,7,33,686.54,1
13869.0,123,304,3083.65,0
13870.0,2,115,2770.3,0
13871.0,23,336,6403.25,0
13873.0,120,23,389.6,1
13874.0,358,18,444.85,1
13875.0,54,104,1786.79,0
13876.0,64,7,122.7,1
13877.0,86,3,117.24,1
13878.0,55,35,1270.93,0
13880.0,21,165,3219.13,0
13881.0,4,178,14620.68,0
13882.0,3,65,1164.43,1
13883.0,11,142,2673.84,0
13884.0,7,59,787.6,1
13885.0,189,28,506.8,1
13886.0,71,16,243.56,1
13887.0,204,19,349.55,1
13888.0,120,39,595.67,1
13889.0,93,15,416.90000000000003,1
13890.0,1,110,1883.8100000000002,0
13892.0,27,27,547.13,1
13893.0,298,21,821.1,1
13894.0,24,27,564.62,1
13895.0,28,118,2593.07,0
13897.0,50,17,311.16,1
13898.0,326,12,155.93,1
13899.0,16,19,388.52,1
13900.0,183,43,740.95,1
13901.0,72,149,2812.2400000000002,0
13904.0,37,26,332.64,1
13908.0,80,121,2298.75,0
13911.0,57,148,2468.11,0
13914.0,12,33,626.45,1
13917.0,50,18,272.04,1
13918.0,50,30,991.84,1
13919.0,59,26,348.49,1
13922.0,352,7,172.25,1
13923.0,54,20,351.13,1
13924.0,2,117,1838.21,0
13925.0,93,41,676.65,1
13926.0,23,11,200.53,1
13927.0,75,21,348.99,1
13928.0,11,27,464.57,1
13929.0,169,9,842.65,1
13930.0,58,17,337.34,1
13931.0,96,58,1237.53,0
13932.0,295,16,307.4,1
13933.0,109,23,608.7900000000001,1
13934.0,264,31,922.1,1
13936.0,180,26,376.58,1
13937.0,169,9,158.85,1
13938.0,35,7,71.66,1
13939.0,23,45,568.55,1
13940.0,17,49,839.14,1
13941.0,22,45,4723.8,0
13946.0,79,11,538.05,1
13947.0,65,5,90.6,1
13948.0,361,3,102.0,1
13949.0,3,160,2427.32,0
13950.0,11,34,728.14,1
13951.0,176,39,670.65,1
13952.0,218,137,3250.431,0
13953.0,7,20,1140.68,0
13954.0,2,25,438.64,1
13955.0,154,33,322.96,1
13956.0,5,147,1005.95,0
13959.0,79,90,594.04,0
13960.0,21,12,230.22,1
13962.0,22,11,164.23,1
13963.0,308,35,664.54,1
13967.0,146,2,80.7,1
13969.0,7,619,8795.74,0
13971.0,19,149,2758.26,0
13972.0,71,15,190.25,1
13973.0,287,11,264.7,1
13974.0,49,28,413.59000000000003,1
13975.0,31,329,2461.2400000000002,0
13976.0,207,10,357.98,1
13978.0,15,15,196.79000000000002,1
13979.0,73,54,869.87,1
13980.0,60,11,200.14,1
13982.0,39,111,1871.81,0
13983.0,30,107,1833.21,0
13984.0,27,16,594.03,1
13985.0,4,349,7060.13,0
13986.0,17,13,281.82,1
13988.0,20,233,4087.65,0
13989.0,66,41,1184.92,0
13990.0,213,16,311.3,1
13991.0,12,81,851.88,0
13992.0,30,5,76.8,1
13993.0,43,120,3377.44,0
13994.0,4,148,2274.14,0
13995.0,15,86,1393.69,0
13999.0,10,208,3901.81,0
14000.0,211,15,594.3,1
14001.0,46,39,2043.0800000000002,0
14002.0,134,47,528.77,1
14004.0,43,171,4582.64,0
14005.0,10,84,2773.92,0
14006.0,116,30,962.19,1
14009.0,198,42,695.61,1
14012.0,278,11,328.8,1
14013.0,110,34,473.02,1
14014.0,77,39,505.18,1
14015.0,53,20,917.34,1
14016.0,162,160,4242.84,1
14019.0,47,66,1405.77,0
14020.0,17,39,642.8,1
14021.0,155,22,631.9,1
14022.0,225,28,440.0,1
14023.0,7,31,584.07,1
14024.0,122,16,327.7,1
14027.0,61,6,104.82,1
14029.0,63,15,467.66,1
14030.0,18,242,1948.49,0
14031.0,7,250,15113.78,0
14032.0,2,143,2975.59,0
14034.0,22,86,627.61,0
14035.0,29,65,1413.02,0
14036.0,285,38,626.65,1
14037.0,176,28,147.20000000000002,1
14038.0,78,92,1560.38,0
14039.0,33,6,152.2,1
14040.0,41,229,3560.32,0
14041.0,266,21,141.41,1
14044.0,27,206,613.1,0
14045.0,109,6,1510.8,0
14046.0,284,13,151.59,1
14047.0,9,32,1308.6100000000001,0
14048.0,305,85,409.93,1
14049.0,17,478,5510.39,0
14050.0,32,54,746.36,1
14051.0,1,209,15595.390000000001,0
14052.0,20,56,225.36,0
14053.0,124,4,260.25,1
14054.0,65,6,92.46,1
14055.0,106,10,725.6400000000001,1
14056.0,1,1088,8152.71,0
14057.0,24,283,6004.0199999999995,0
14059.0,267,8,183.6,1
14060.0,5,202,6023.62,0
14062.0,10,111,10144.65,0
14064.0,29,77,1059.3,0
14066.0,267,7,152.55,1
14067.0,64,52,372.38,1
14068.0,320,24,265.85,1
14071.0,4,321,1422.43,0
14073.0,32,13,151.04,1
14075.0,5,43,942.26,1
14076.0,129,44,118.35,1
14077.0,41,42,499.41999999999996,1
14078.0,102,65,1049.37,1
14079.0,125,12,375.1,1
14080.0,33,4,45.599999999999994,1
14081.0,302,150,921.62,0
14082.0,365,29,182.25,1
14083.0,4,177,1000.18,0
14085.0,2,448,4420.65,0
14087.0,3,68,191.47,0
14088.0,10,584,49747.39,0
14089.0,57,13,158.75,1
14090.0,325,1,76.32000000000001,1
14092.0,8,214,4076.91,0
14093.0,12,100,433.86,0
14096.0,4,5093,52791.32,2
14098.0,37,21,147.35,1
14099.0,16,250,3103.85,0
14100.0,138,25,191.95000000000002,1
14101.0,74,35,4202.19,0
14102.0,5,58,1105.8799999999999,1
14104.0,155,21,143.88,1
14105.0,239,74,1266.23,1
14107.0,52,123,2703.23,0
14108.0,31,34,597.89,1
14109.0,73,8,130.9,1
14110.0,4,155,5683.15,0
14111.0,14,9,653.65,1
14112.0,23,160,2915.15,0
14113.0,4,34,1840.42,0
14114.0,274,15,384.61,1
14116.0,20,72,1382.74,0
14117.0,144,3,90.0,1
14121.0,4,159,2763.39,0
14124.0,84,5,168.07999999999998,1
14125.0,11,166,2711.62,0
14126.0,8,14,491.85,1
14127.0,123,44,709.71,1
14128.0,61,46,637.5,1
14129.0,2,52,1123.8600000000001,1
14130.0,319,66,480.91,1
14132.0,2,200,3580.83,0
14133.0,130,28,586.3199999999999,1
14135.0,2,134,4485.91,0
14138.0,2,46,965.8800000000001,1
14139.0,46,26,415.82,1
14140.0,4,66,935.05,1
14141.0,3,40,915.13,1
14142.0,373,22,311.81,1
14143.0,134,7,115.8,1
14145.0,47,11,3544.2,0
14146.0,9,210,4189.08,0
14147.0,78,5,483.4,1
14148.0,234,3,157.2,1
14149.0,221,28,446.62,1
14150.0,36,26,658.64,1
14152.0,75,49,621.29,1
14154.0,239,52,1167.25,1
14155.0,266,6,118.75,1
14156.0,10,1382,93034.82,2
14157.0,20,46,424.89000000000004,1
14158.0,40,41,507.66,1
14159.0,20,1174,4627.66,0
14161.0,216,104,1097.6200000000001,0
14162.0,174,25,289.36,1
14163.0,87,52,2380.63,0
14164.0,71,29,1452.77,0
14165.0,276,24,120.44,1
14167.0,39,50,562.59,1
14171.0,98,58,363.79,1
14173.0,11,29,450.52,1
14174.0,33,26,134.46,1
14175.0,60,149,3219.42,0
14176.0,297,31,576.9000000000001,1
14177.0,86,41,549.46,1
14178.0,9,316,1580.26,0
14179.0,41,157,701.57,0
14180.0,11,240,4569.79,0
14184.0,67,24,452.89,1
14185.0,331,3,49.28,1
14188.0,31,65,2054.36,0
14189.0,2,265,4648.8,0
14191.0,2,259,4684.76,0
14193.0,68,42,853.39,1
14194.0,5,579,11329.52,0
14195.0,202,7,560.2,1
14196.0,107,6,335.52,1
14198.0,18,39,698.08,1
14199.0,218,2,185.39999999999998,1
14201.0,60,37,747.44,1
14204.0,2,39,150.61,1
14205.0,17,24,466.7,1
14206.0,239,20,328.15999999999997,1
14208.0,95,10,151.74,1
14209.0,11,86,2053.4900000000002,0
14210.0,106,102,1905.8400000000001,0
14211.0,53,112,2241.1,0
14212.0,90,9,869.6,0
14214.0,31,67,1003.74,1
14215.0,12,108,1789.72,0
14216.0,3,58,1815.93,0
14217.0,2,100,2002.34,0
14218.0,43,12,169.48000000000002,1
14219.0,4,7,89.94,1
14220.0,247,21,632.4,1
14221.0,42,193,3420.82,0
14222.0,177,41,683.17,1
14223.0,92,60,991.13,1
14224.0,110,113,1000.77,0
14226.0,29,66,2098.55,0
14227.0,26,175,3350.96,0
14229.0,52,40,1547.2,0
14231.0,184,50,879.07,1
14232.0,43,115,2048.07,0
14233.0,49,35,1375.72,0
14234.0,22,147,754.12,0
14235.0,75,79,3144.86,0
14236.0,81,15,490.86,1
14237.0,373,9,160.36,1
14238.0,326,8,146.85,1
14239.0,43,112,2380.21,0
14240.0,30,42,890.34,1
14241.0,184,10,213.70000000000002,1
14242.0,235,16,280.55,1
14243.0,9,141,2588.77,0
14245.0,220,108,1693.45,0
14246.0,111,75,1474.06,0
14247.0,278,20,136.76999999999998,1
14248.0,318,8,302.58,1
14250.0,7,111,1904.05,0
14251.0,2,78,2879.7000000000003,0
14256.0,260,53,969.0600000000001,1
14257.0,64,106,2934.8,0
14258.0,9,111,11706.22,0
14259.0,142,5,120.0,1
14261.0,51,52,1163.45,1
14262.0,8,143,2618.23,0
14264.0,155,17,333.97,1
14265.0,109,31,529.54,1
14267.0,163,55,1516.24,0
14270.0,332,29,492.65000000000003,1
14271.0,226,10,112.32,1
14272.0,74,33,437.96,1
14273.0,51,29,559.97,1
14276.0,99,64,1119.74,1
14277.0,15,221,4090.88,0
14280.0,197,8,134.04,1
14282.0,3,154,3701.44,0
14284.0,31,32,595.25,1
14285.0,21,27,1909.69,0
14286.0,24,280,4628.75,0
14287.0,8,9,171.35,1
14288.0,213,16,426.6,1
14289.0,9,47,911.26,1
14290.0,11,101,2291.33,0
14291.0,2,237,3883.25,0
14292.0,8,100,4871.29,0
14293.0,3,61,1046.56,1
14295.0,40,5,166.20000000000002,1
14297.0,18,62,1305.33,0
14298.0,8,1636,49077.79,2
14299.0,8,143,3897.94,0
14300.0,19,3,43.2,1
14301.0,117,13,611.34,1
14304.0,223,17,383.45,1
14305.0,71,104,1843.96,0
14306.0,51,33,1985.64,0
14307.0,89,180,2994.76,0
14309.0,8,117,2286.29,0
14311.0,243,20,310.26,1
14312.0,47,86,1589.97,0
14314.0,107,8,120.0,1
14315.0,45,101,2460.85,0
14317.0,65,24,508.58000000000004,1
14320.0,207,31,477.79,1
14321.0,11,123,1530.75,0
14323.0,115,36,605.0600000000001,1
14326.0,242,8,183.85,1
14327.0,163,12,311.65,1
14329.0,17,258,4922.4800000000005,0
14331.0,124,28,462.65999999999997,1
14332.0,23,25,840.21,1
14333.0,68,15,415.2,1
14334.0,17,162,2552.21,0
14335.0,16,60,454.86,1
14336.0,17,90,1614.91,0
14338.0,161,31,588.22,1
14339.0,243,14,309.52,1
14340.0,219,6,134.7,1
14341.0,45,128,2166.98,0
14342.0,21,21,668.5600000000001,1
14344.0,127,71,866.61,1
14345.0,39,6,108.97999999999999,1
14346.0,121,60,953.21,1
14348.0,260,18,409.57,1
14349.0,10,31,133.5,1
14350.0,274,18,282.93,1
14351.0,165,1,51.0,1
14352.0,157,47,1078.96,1
14353.0,215,6,90.6,1
14354.0,6,9,163.62,1
14355.0,366,11,174.4,1
14356.0,80,33,701.23,1
14357.0,43,40,225.12,1
14359.0,19,55,911.86,1
14360.0,32,117,2116.09,0
14362.0,22,37,151.5,1
14364.0,109,69,3696.15,0
14367.0,8,521,9227.82,0
14368.0,320,8,155.0,1
14371.0,295,4,100.5,1
14373.0,358,4,68.23,1
14375.0,185,66,235.56,1
14377.0,191,11,594.41,1
14379.0,44,46,348.1,1
14381.0,52,56,202.68,0
14382.0,26,126,610.53,0
14383.0,38,59,1247.69,0
14385.0,9,14,202.11,1
14386.0,297,7,142.4,1
14387.0,33,139,1710.92,0
14388.0,10,186,3212.84,0
14389.0,65,45,1043.46,1
14390.0,10,284,4619.25,0
14393.0,218,5,67.95,1
14395.0,2,348,3479.91,0
14396.0,65,73,487.99,0
14397.0,3,87,2581.2799999999997,0
14400.0,149,25,574.7,1
14401.0,4,182,4034.32,0
14403.0,130,20,1472.45,0
14404.0,34,100,1448.36,0
14406.0,119,8,156.75,1
14407.0,107,72,2100.53,0
14408.0,11,106,2599.03,0
14409.0,71,54,1999.3700000000001,0
14410.0,92,188,1099.27,0
14411.0,311,14,1063.0,1
14412.0,43,43,770.03,1
14413.0,362,22,121.05,1
14414.0,92,97,1470.3,0
14415.0,1,579,5855.25,0
14416.0,22,14,454.42,1
14418.0,4,124,1913.93,0
14419.0,11,202,1051.79,0
14420.0,99,29,387.52,1
14421.0,57,27,813.11,1
14422.0,1,221,4237.04,0
14423.0,218,3,265.2,1
14424.0,18,1,322.08,1
14426.0,24,224,4439.03,0
14427.0,50,17,363.34000000000003,1
14428.0,7,137,1215.69,0
14431.0,303,17,470.36,1
14432.0,10,377,2248.5,0
14434.0,22,12,1372.8,0
14436.0,99,9,89.06,1
14437.0,366,5,63.0,1
14438.0,306,9,131.9,1
14439.0,320,32,2661.24,0
14440.0,8,55,2357.6800000000003,0
14441.0,1,51,1712.8700000000001,0
14442.0,205,63,1566.54,0
14443.0,54,93,1400.88,0
14446.0,1,276,1005.55,0
14447.0,19,70,1163.23,0
14448.0,9,20,375.35,1
14449.0,19,250,885.8,0
14450.0,181,40,483.25,1
14451.0,60,105,643.9,0
14452.0,11,60,258.73,0
14453.0,190,22,119.93,1
14456.0,5,945,3014.32,0
14457.0,311,4,113.64,1
14459.0,155,37,1837.92,0
14460.0,110,16,421.58,1
14461.0,148,179,2102.35,0
14462.0,66,232,1975.25,0
14463.0,98,5,514.62,1
14465.0,247,123,1038.44,0
14466.0,29,72,2272.4,0
14467.0,18,89,596.26,0
14470.0,12,43,444.45,1
14472.0,104,265,1835.71,0
14473.0,74,7,234.34000000000003,1
14474.0,46,29,547.62,1
14475.0,72,42,925.85,1
14476.0,257,17,193.0,1
14477.0,20,10,1309.6,0
14479.0,254,18,316.25,1
14480.0,11,13,279.05,1
14481.0,165,30,636.51,1
14482.0,18,137,1950.79,0
14483.0,282,9,137.1,1
14484.0,50,14,321.92,1
14485.0,39,46,162.8,0
14487.0,27,140,1153.52,0
14488.0,68,46,1043.48,1
14489.0,207,30,463.38,1
14491.0,175,17,340.93,1
14493.0,7,120,2359.92,0
14494.0,26,7,139.56,1
14495.0,51,6,123.8,1
14496.0,312,19,538.8100000000001,1
14497.0,309,29,475.37,1
14498.0,43,193,1820.58,0
14499.0,26,190,808.44,0
14500.0,88,7,356.85,1
14501.0,184,10,251.21,1
14502.0,20,607,2426.15,0
14503.0,3,164,3543.26,0
14504.0,47,107,673.26,0
14505.0,17,785,5822.47,0
14506.0,17,295,1960.65,0
14507.0,24,95,1367.56,0
14508.0,22,55,268.05,0
14511.0,11,68,1306.44,0
14512.0,188,23,258.64,1
14513.0,101,12,389.35,1
14514.0,61,69,990.2,1
14515.0,18,98,2073.57,0
14517.0,33,18,330.45,1
14518.0,64,16,174.05,1
14520.0,2,4,270.6,1
14522.0,24,17,974.54,0
14523.0,108,12,241.09,1
14524.0,32,197,1771.18,0
14525.0,20,282,4175.3,0
14527.0,3,969,8491.48,0
14528.0,37,18,364.21999999999997,1
14529.0,60,213,578.61,0
14530.0,26,212,2782.02,0
14532.0,236,64,932.53,1
14533.0,25,62,1787.72,0
14534.0,3,507,4394.69,0
14535.0,60,328,2854.84,0
14536.0,260,18,170.95,1
14537.0,58,10,355.56,1
14538.0,65,19,388.25,1
14539.0,16,32,537.48,1
14540.0,10,71,952.66,1
14541.0,59,105,1453.35,0
14542.0,186,5,103.25,1
14543.0,29,68,3558.8,0
14544.0,24,111,1972.3,0
14546.0,5,397,2573.93,0
14547.0,4,355,3946.05,0
14548.0,151,4,652.8,1
14549.0,311,56,289.24,1
14550.0,11,47,757.37,1
14551.0,18,10,186.23,1
14552.0,152,57,164.22,1
14553.0,19,113,710.9,0
14554.0,10,203,2271.17,0
14555.0,57,19,312.54,1
14557.0,85,16,788.38,1
14560.0,7,74,2170.57,0
14561.0,76,68,1067.46,1
14562.0,4,419,4960.13,0
14565.0,96,124,2949.12,0
14566.0,111,4,716.0,1
14567.0,57,33,1530.3600000000001,0
14569.0,1,12,227.39,1
14570.0,281,28,217.21,1
14572.0,3,262,2797.9,0
14573.0,180,227,1638.86,1
14576.0,372,1,35.400000000000006,1
14577.0,13,123,859.71,0
14578.0,3,24,168.63,1
14581.0,17,17,138.6,1
14582.0,41,6,114.11,1
14583.0,6,302,986.96,0
14584.0,169,98,1033.06,0
14585.0,50,29,157.05,1
14586.0,277,19,237.36,1
14587.0,19,371,1580.29,0
14589.0,372,3,39.75,1
14591.0,15,176,1319.57,0
14592.0,35,158,557.94,0
14593.0,22,151,617.15,0
14594.0,7,52,363.33,1
14595.0,20,102,1740.6,0
14597.0,11,47,866.24,1
14598.0,44,50,221.97,0
14600.0,306,25,393.33000000000004,1
14601.0,11,7,213.96,1
14603.0,275,2,330.0,1
14606.0,1,2674,11777.7,0
14607.0,16,78,10733.539999999999,0
14608.0,4,20,1785.15,0
14609.0,72,4,49.0,1
14616.0,243,3,406.08000000000004,1
14618.0,9,14,523.44,1
14619.0,246,20,394.44,1
14620.0,206,26,412.78000000000003,1
14621.0,1,92,1787.4,0
14622.0,185,21,320.58000000000004,1
14623.0,32,132,882.02,0
14624.0,57,13,225.85,1
14625.0,196,53,898.99,1
14626.0,24,122,2767.9500000000003,0
14628.0,91,24,671.64,1
14629.0,4,150,955.22,0
14631.0,51,41,1006.98,1
14632.0,263,8,114.56,1
14633.0,266,20,344.90000000000003,1
14636.0,36,28,609.85,1
14638.0,51,16,443.6,1
14639.0,52,172,2981.93,0
14640.0,24,105,2107.34,0
14641.0,22,7,110.46,1
14642.0,59,2,96.12,1
14643.0,170,31,693.8100000000001,1
14644.0,68,26,830.76,1
14645.0,157,30,573.77,1
14646.0,2,2060,211790.76,2
14647.0,201,28,236.04000000000002,1
14649.0,5,186,1393.35,0
14651.0,67,101,652.79,0
14652.0,77,29,114.18,1
14653.0,1,233,1916.7,0
14655.0,8,48,1918.93,0
14656.0,169,80,291.05,0
14657.0,18,126,848.22,0
14658.0,5,29,223.83,1
14659.0,9,253,2529.93,0
14660.0,87,30,285.74,1
14661.0,27,4,107.95,1
14662.0,29,157,741.37,0
14664.0,20,98,636.24,0
14665.0,61,90,1833.46,0
14666.0,24,13,179.95,1
14667.0,11,566,9148.99,0
14669.0,242,166,1258.6,0
14670.0,280,123,392.86,0
14672.0,235,61,765.55,1
14673.0,3,74,1736.4,0
14675.0,16,97,596.36,0
14676.0,31,42,2404.4,0
14680.0,25,257,27400.61,0
14681.0,71,7,498.95,1
14682.0,188,2,52.0,1
14684.0,26,390,1201.51,0
14687.0,107,15,604.18,1
14688.0,8,324,5562.33,0
14689.0,209,13,112.8,1
14690.0,44,48,355.05,1
14691.0,31,71,2114.33,0
14692.0,137,68,591.55,1
14693.0,265,8,172.9,1
14696.0,4,130,2078.95,0
14697.0,218,22,188.60999999999999,1
14698.0,2,200,1217.27,0
14699.0,214,8,109.13000000000001,1
14700.0,32,112,2195.1,0
14701.0,11,327,2305.25,0
14702.0,1,342,3248.27,0
14703.0,15,22,318.17,1
14704.0,20,390,1461.6200000000001,0
14705.0,199,1,179.0,1
14708.0,3,28,1060.1299999999999,0
14709.0,15,196,4921.04,0
14710.0,14,136,599.48,0
14711.0,10,345,2267.77,0
14712.0,29,25,917.07,1
14713.0,9,338,2662.2,0
14714.0,24,10,121.55,1
14715.0,25,71,867.0600000000001,1
14716.0,43,51,299.11,1
14719.0,2,235,1581.84,0
14720.0,6,37,662.85,1
14722.0,147,28,180.42000000000002,1
14723.0,10,258,1120.34,0
14725.0,25,47,642.58,1
14727.0,274,10,265.7,1
14729.0,374,71,313.49,1
14730.0,1,462,1887.95,0
14731.0,47,45,380.02,1
14732.0,8,147,2702.17,0
14733.0,16,202,9585.91,0
14735.0,4,193,6050.69,0
14737.0,4,17,1164.55,0
14738.0,43,54,1311.13,0
14739.0,4,60,3468.84,0
