Iter 10/5000 | Loss: 452.146 | Return: -27.358 | Entropy: 7.823
Iter 3520/5000 | Loss: 25.416 | Return: -210.839 | Entropy: 7.822
Iter 3530/5000 | Loss: 12.144 | Return: -208.944 | Entropy: 7.822
Iter 3540/5000 | Loss: 15.559 | Return: -209.797 | Entropy: 7.822
Iter 3550/5000 | Loss: 17.481 | Return: -209.326 | Entropy: 7.822
Iter 3560/5000 | Loss: 7.380 | Return: -207.890 | Entropy: 7.823
Iter 3570/5000 | Loss: 22.060 | Return: -216.586 | Entropy: 7.823
Iter 3580/5000 | Loss: 12.782 | Return: -212.874 | Entropy: 7.823
Iter 3590/5000 | Loss: 14.184 | Return: -214.722 | Entropy: 7.823
Iter 3600/5000 | Loss: 13.804 | Return: -210.585 | Entropy: 7.823
Iter 3610/5000 | Loss: 12.327 | Return: -212.136 | Entropy: 7.823
Iter 3620/5000 | Loss: 10.244 | Return: -215.032 | Entropy: 7.823
Iter 3630/5000 | Loss: 6.362 | Return: -213.161 | Entropy: 7.823
Iter 3640/5000 | Loss: 16.282 | Return: -214.638 | Entropy: 7.822
Iter 3650/5000 | Loss: 20.372 | Return: -217.850 | Entropy: 7.822
Iter 3660/5000 | Loss: 13.306 | Return: -216.695 | Entropy: 7.822
Iter 3670/5000 | Loss: 8.397 | Return: -215.316 | Entropy: 7.822
Iter 3680/5000 | Loss: 12.268 | Return: -214.131 | Entropy: 7.823
Iter 3690/5000 | Loss: 18.331 | Return: -218.019 | Entropy: 7.823
Iter 3700/5000 | Loss: 12.845 | Return: -212.478 | Entropy: 7.823
Iter 3710/5000 | Loss: 15.652 | Return: -214.895 | Entropy: 7.822
Iter 3720/5000 | Loss: 6.737 | Return: -216.846 | Entropy: 7.822
Iter 3730/5000 | Loss: 10.491 | Return: -212.418 | Entropy: 7.822
Iter 3740/5000 | Loss: 12.181 | Return: -214.360 | Entropy: 7.822
Iter 3750/5000 | Loss: 3.447 | Return: -215.565 | Entropy: 7.822
Iter 3760/5000 | Loss: 20.467 | Return: -219.141 | Entropy: 7.823
Iter 3770/5000 | Loss: 8.319 | Return: -216.871 | Entropy: 7.822
Iter 3780/5000 | Loss: 9.856 | Return: -217.495 | Entropy: 7.822
Iter 3790/5000 | Loss: 16.987 | Return: -215.329 | Entropy: 7.821
Iter 3800/5000 | Loss: 3.260 | Return: -216.606 | Entropy: 7.822
Iter 3810/5000 | Loss: 13.860 | Return: -217.973 | Entropy: 7.822
Iter 3820/5000 | Loss: 9.434 | Return: -217.301 | Entropy: 7.822
Iter 3830/5000 | Loss: 9.359 | Return: -217.129 | Entropy: 7.823
Iter 3840/5000 | Loss: 11.882 | Return: -215.812 | Entropy: 7.823
Iter 3850/5000 | Loss: 10.369 | Return: -218.099 | Entropy: 7.823
Iter 3860/5000 | Loss: 15.415 | Return: -218.685 | Entropy: 7.823
Iter 3870/5000 | Loss: 15.160 | Return: -219.904 | Entropy: 7.823
Iter 3880/5000 | Loss: 8.033 | Return: -217.724 | Entropy: 7.823
Iter 3890/5000 | Loss: 15.998 | Return: -216.408 | Entropy: 7.823
Iter 3900/5000 | Loss: 6.801 | Return: -218.578 | Entropy: 7.823
Iter 3910/5000 | Loss: 11.110 | Return: -218.838 | Entropy: 7.823
Iter 3920/5000 | Loss: 14.878 | Return: -216.026 | Entropy: 7.823
Iter 3930/5000 | Loss: 4.467 | Return: -216.611 | Entropy: 7.823
Iter 3940/5000 | Loss: 11.729 | Return: -216.626 | Entropy: 7.823
Iter 3950/5000 | Loss: 5.992 | Return: -217.137 | Entropy: 7.823
Iter 3960/5000 | Loss: 16.005 | Return: -220.570 | Entropy: 7.823
Iter 3970/5000 | Loss: 7.835 | Return: -216.957 | Entropy: 7.823
Iter 3980/5000 | Loss: 9.664 | Return: -217.409 | Entropy: 7.823
Iter 3990/5000 | Loss: 31.177 | Return: -218.143 | Entropy: 7.823
Iter 4000/5000 | Loss: 20.903 | Return: -221.210 | Entropy: 7.823
Iter 4010/5000 | Loss: 24.479 | Return: -218.787 | Entropy: 7.823
Iter 4020/5000 | Loss: 22.328 | Return: -216.376 | Entropy: 7.823
Iter 4030/5000 | Loss: 15.176 | Return: -216.768 | Entropy: 7.823
Iter 4040/5000 | Loss: 9.071 | Return: -214.647 | Entropy: 7.823
Iter 4050/5000 | Loss: 30.253 | Return: -219.048 | Entropy: 7.823
Iter 4060/5000 | Loss: 19.415 | Return: -217.156 | Entropy: 7.823
Iter 4070/5000 | Loss: 7.054 | Return: -216.277 | Entropy: 7.823
Iter 4080/5000 | Loss: 10.108 | Return: -218.381 | Entropy: 7.823
Iter 4090/5000 | Loss: 8.390 | Return: -216.103 | Entropy: 7.823
Iter 4100/5000 | Loss: 19.319 | Return: -217.373 | Entropy: 7.823
Iter 4110/5000 | Loss: 11.284 | Return: -218.724 | Entropy: 7.823
Iter 4120/5000 | Loss: 16.418 | Return: -215.829 | Entropy: 7.822
Iter 4130/5000 | Loss: 11.897 | Return: -213.365 | Entropy: 7.822
Iter 4140/5000 | Loss: 14.496 | Return: -219.344 | Entropy: 7.822
Iter 4150/5000 | Loss: 13.578 | Return: -214.975 | Entropy: 7.823
Iter 4160/5000 | Loss: 16.835 | Return: -213.905 | Entropy: 7.823
Iter 4170/5000 | Loss: 10.039 | Return: -216.010 | Entropy: 7.823
Iter 4180/5000 | Loss: 10.201 | Return: -217.584 | Entropy: 7.823
Iter 4190/5000 | Loss: 22.897 | Return: -214.354 | Entropy: 7.823
Iter 4200/5000 | Loss: 17.814 | Return: -218.489 | Entropy: 7.823
Iter 4210/5000 | Loss: 13.675 | Return: -217.415 | Entropy: 7.823
Iter 4220/5000 | Loss: 16.627 | Return: -213.121 | Entropy: 7.823
Iter 4230/5000 | Loss: 21.512 | Return: -217.160 | Entropy: 7.823
Iter 4240/5000 | Loss: 8.192 | Return: -218.520 | Entropy: 7.823
Iter 4250/5000 | Loss: 17.780 | Return: -216.868 | Entropy: 7.822
Iter 4260/5000 | Loss: 18.027 | Return: -218.003 | Entropy: 7.823
Iter 4270/5000 | Loss: 22.127 | Return: -216.647 | Entropy: 7.823
Iter 4280/5000 | Loss: 12.442 | Return: -218.687 | Entropy: 7.823
Iter 4290/5000 | Loss: 10.051 | Return: -216.759 | Entropy: 7.823
Iter 4300/5000 | Loss: 7.183 | Return: -218.407 | Entropy: 7.823
Iter 4310/5000 | Loss: 20.350 | Return: -217.262 | Entropy: 7.823
Iter 4320/5000 | Loss: 11.799 | Return: -215.202 | Entropy: 7.823
Iter 4330/5000 | Loss: 17.697 | Return: -219.221 | Entropy: 7.823
Iter 4340/5000 | Loss: 3.375 | Return: -218.326 | Entropy: 7.823
Iter 4350/5000 | Loss: 9.364 | Return: -217.481 | Entropy: 7.823
Iter 4360/5000 | Loss: 5.797 | Return: -218.691 | Entropy: 7.823
Iter 4370/5000 | Loss: 9.535 | Return: -217.464 | Entropy: 7.823
Iter 4380/5000 | Loss: 26.332 | Return: -218.862 | Entropy: 7.823
Iter 4390/5000 | Loss: 3.801 | Return: -217.121 | Entropy: 7.823
Iter 4400/5000 | Loss: 15.883 | Return: -216.867 | Entropy: 7.823
Iter 4410/5000 | Loss: 6.986 | Return: -219.384 | Entropy: 7.823
Iter 4420/5000 | Loss: 19.931 | Return: -217.927 | Entropy: 7.823
Iter 4430/5000 | Loss: 10.378 | Return: -218.576 | Entropy: 7.823
Iter 4440/5000 | Loss: 10.041 | Return: -219.391 | Entropy: 7.823
Iter 4450/5000 | Loss: 5.854 | Return: -218.611 | Entropy: 7.823
Iter 4460/5000 | Loss: 12.958 | Return: -220.817 | Entropy: 7.823
Iter 4470/5000 | Loss: 13.161 | Return: -220.623 | Entropy: 7.823
Iter 4480/5000 | Loss: 20.092 | Return: -220.777 | Entropy: 7.823
Iter 4490/5000 | Loss: 12.300 | Return: -216.970 | Entropy: 7.823
Iter 4500/5000 | Loss: 5.813 | Return: -216.237 | Entropy: 7.823
Iter 4510/5000 | Loss: 10.937 | Return: -216.791 | Entropy: 7.823
Iter 4520/5000 | Loss: 16.778 | Return: -213.643 | Entropy: 7.823
Iter 4530/5000 | Loss: 29.998 | Return: -215.044 | Entropy: 7.823
Iter 4540/5000 | Loss: 9.474 | Return: -211.622 | Entropy: 7.823
Iter 4550/5000 | Loss: 9.911 | Return: -214.132 | Entropy: 7.823
Iter 4560/5000 | Loss: 11.197 | Return: -214.985 | Entropy: 7.823
Iter 4570/5000 | Loss: 3.316 | Return: -214.575 | Entropy: 7.823
Iter 4580/5000 | Loss: 12.480 | Return: -215.113 | Entropy: 7.823
Iter 4590/5000 | Loss: 14.979 | Return: -215.480 | Entropy: 7.823
Iter 4600/5000 | Loss: 15.093 | Return: -217.054 | Entropy: 7.823
Iter 4610/5000 | Loss: 21.936 | Return: -217.600 | Entropy: 7.823
Iter 4620/5000 | Loss: 23.455 | Return: -217.077 | Entropy: 7.823
Iter 4630/5000 | Loss: 7.439 | Return: -216.037 | Entropy: 7.823
Iter 4640/5000 | Loss: 12.064 | Return: -216.166 | Entropy: 7.823
Iter 4650/5000 | Loss: 20.032 | Return: -215.625 | Entropy: 7.823
Iter 4660/5000 | Loss: 15.032 | Return: -218.233 | Entropy: 7.823
Iter 4670/5000 | Loss: 11.311 | Return: -216.609 | Entropy: 7.823
Iter 4680/5000 | Loss: 11.208 | Return: -217.679 | Entropy: 7.823
Iter 4690/5000 | Loss: 14.445 | Return: -216.752 | Entropy: 7.823
Iter 4700/5000 | Loss: 10.959 | Return: -215.294 | Entropy: 7.823
Iter 4710/5000 | Loss: 28.098 | Return: -220.887 | Entropy: 7.823
Iter 4720/5000 | Loss: 22.110 | Return: -218.205 | Entropy: 7.823
Iter 4730/5000 | Loss: 12.970 | Return: -213.968 | Entropy: 7.823
Iter 4740/5000 | Loss: 8.790 | Return: -217.814 | Entropy: 7.823
Iter 4750/5000 | Loss: 18.387 | Return: -216.882 | Entropy: 7.823
Iter 4760/5000 | Loss: 11.780 | Return: -214.995 | Entropy: 7.823
Iter 4770/5000 | Loss: 14.074 | Return: -217.938 | Entropy: 7.823
Iter 4780/5000 | Loss: 11.493 | Return: -214.827 | Entropy: 7.823
Iter 4790/5000 | Loss: 11.031 | Return: -216.302 | Entropy: 7.823
Iter 4800/5000 | Loss: 15.690 | Return: -215.165 | Entropy: 7.823
Iter 4810/5000 | Loss: 18.675 | Return: -220.695 | Entropy: 7.823
Iter 4820/5000 | Loss: 10.444 | Return: -218.609 | Entropy: 7.823
Iter 4830/5000 | Loss: 19.577 | Return: -221.814 | Entropy: 7.823
Iter 4840/5000 | Loss: 10.575 | Return: -218.277 | Entropy: 7.823
Iter 4850/5000 | Loss: 13.064 | Return: -222.341 | Entropy: 7.823
Iter 4860/5000 | Loss: 10.347 | Return: -219.820 | Entropy: 7.823
Iter 4870/5000 | Loss: 10.960 | Return: -220.394 | Entropy: 7.823
Iter 4880/5000 | Loss: 13.980 | Return: -221.595 | Entropy: 7.823
Iter 4890/5000 | Loss: 9.372 | Return: -218.454 | Entropy: 7.823
Iter 4900/5000 | Loss: 17.538 | Return: -217.375 | Entropy: 7.823
Iter 4910/5000 | Loss: 15.059 | Return: -220.223 | Entropy: 7.823
Iter 4920/5000 | Loss: 3.333 | Return: -221.000 | Entropy: 7.823
Iter 4930/5000 | Loss: 20.764 | Return: -220.526 | Entropy: 7.823
Iter 4940/5000 | Loss: 10.088 | Return: -220.960 | Entropy: 7.823
Iter 4950/5000 | Loss: 29.432 | Return: -222.952 | Entropy: 7.823
Iter 4960/5000 | Loss: 28.436 | Return: -222.880 | Entropy: 7.823
Iter 4970/5000 | Loss: 11.747 | Return: -218.218 | Entropy: 7.823
Iter 4980/5000 | Loss: 14.024 | Return: -219.929 | Entropy: 7.823
Iter 4990/5000 | Loss: 7.431 | Return: -218.889 | Entropy: 7.823
Iter 5000/5000 | Loss: 9.515 | Return: -218.056 | Entropy: 7.823

Training complete! Checkpoint saved to: ./checkpoints/mac_checkpoint_iter5000.pt

✓ Training complete!
  Checkpoint: ./checkpoints/mac_checkpoint_iter5000.pt
  Final loss: 9.515
  Final success score: 218.056
  Final entropy: 7.823

✓ Training complete!
  Checkpoint: ./checkpoints/mac_checkpoint_iter5000.pt
  Final loss: 9.515
  Final return: -218.056
  Final entropy: 7.823
